funder;fos;university;year;funding
FWF;BILDENDE KUNST / GESTALTENDE KUNST;Universität für künstlerische und industrielle Gestaltung Linz;2016;0
FWF;BILDENDE KUNST / GESTALTENDE KUNST;Akademie der bildenden Künste Wien;2018;304999
FWF;BILDENDE KUNST / GESTALTENDE KUNST;Akademie der bildenden Künste Wien;2017;281196
FWF;BILDENDE KUNST / GESTALTENDE KUNST;Akademie der bildenden Künste Wien;2016;345530
FWF;BILDENDE KUNST / GESTALTENDE KUNST;Universität für Weiterbildung Krems;2018;0
FWF;BILDENDE KUNST / GESTALTENDE KUNST;Universität für Weiterbildung Krems;2017;0
FWF;BILDENDE KUNST / GESTALTENDE KUNST;Universität für Weiterbildung Krems;2016;20155
FWF;DARSTELLENDE KUNST;Universität für Musik und darstellende Kunst Wien;2018;0
FWF;DARSTELLENDE KUNST;Universität für Musik und darstellende Kunst Wien;2017;4765
FWF;DARSTELLENDE KUNST;Universität für Musik und darstellende Kunst Wien;2016;1546
FWF;DARSTELLENDE KUNST;Universität für Musik und darstellende Kunst Graz;2018;4636
FWF;DARSTELLENDE KUNST;Universität für Musik und darstellende Kunst Graz;2017;5094
FWF;DARSTELLENDE KUNST;Universität für Musik und darstellende Kunst Graz;2016;12087
FWF;DARSTELLENDE KUNST;Universität für künstlerische und industrielle Gestaltung Linz;2018;0
FWF;DARSTELLENDE KUNST;Universität für künstlerische und industrielle Gestaltung Linz;2017;0
FWF;DARSTELLENDE KUNST;Universität für künstlerische und industrielle Gestaltung Linz;2016;131075
FWF;GEISTESWISSENSCHAFTEN;Universität Wien;2018;9790425
FWF;GEISTESWISSENSCHAFTEN;Universität Wien;2017;9838301
FWF;GEISTESWISSENSCHAFTEN;Universität Wien;2016;10117567
FWF;GEISTESWISSENSCHAFTEN;Universität Graz;2018;2920970
FWF;GEISTESWISSENSCHAFTEN;Universität Graz;2017;2494319
FWF;GEISTESWISSENSCHAFTEN;Universität Graz;2016;2534781
FWF;GEISTESWISSENSCHAFTEN;Universität Innsbruck;2018;1407964
FWF;GEISTESWISSENSCHAFTEN;Universität Innsbruck;2017;1288819
FWF;GEISTESWISSENSCHAFTEN;Universität Innsbruck;2016;1541026
FWF;GEISTESWISSENSCHAFTEN;Medizinische Universität Graz;2018;-3
FWF;GEISTESWISSENSCHAFTEN;Medizinische Universität Graz;2017;612
FWF;GEISTESWISSENSCHAFTEN;Medizinische Universität Graz;2016;6581
FWF;GEISTESWISSENSCHAFTEN;Universität Salzburg;2018;1809236
FWF;GEISTESWISSENSCHAFTEN;Universität Salzburg;2017;1662155
FWF;GEISTESWISSENSCHAFTEN;Universität Salzburg;2016;1535195
FWF;GEISTESWISSENSCHAFTEN;Technische Universität Wien;2018;59689
FWF;GEISTESWISSENSCHAFTEN;Technische Universität Wien;2017;78154
FWF;GEISTESWISSENSCHAFTEN;Technische Universität Wien;2016;43583
FWF;GEISTESWISSENSCHAFTEN;Technische Universität Graz;2018;13292
FWF;GEISTESWISSENSCHAFTEN;Technische Universität Graz;2017;6543
FWF;GEISTESWISSENSCHAFTEN;Technische Universität Graz;2016;17517
FWF;GEISTESWISSENSCHAFTEN;Montanuniversität Leoben;2018;8369
FWF;GEISTESWISSENSCHAFTEN;Montanuniversität Leoben;2017;0
FWF;GEISTESWISSENSCHAFTEN;Montanuniversität Leoben;2016;0
FWF;GEISTESWISSENSCHAFTEN;Universität für Bodenkultur Wien;2018;0
FWF;GEISTESWISSENSCHAFTEN;Universität für Bodenkultur Wien;2017;0
FWF;GEISTESWISSENSCHAFTEN;Universität für Bodenkultur Wien;2016;2201
FWF;GEISTESWISSENSCHAFTEN;Veterinärmedizinische Universität Wien;2018;75554
FWF;GEISTESWISSENSCHAFTEN;Veterinärmedizinische Universität Wien;2017;54984
FWF;GEISTESWISSENSCHAFTEN;Veterinärmedizinische Universität Wien;2016;31876
FWF;GEISTESWISSENSCHAFTEN;Universität Klagenfurt;2018;574990
FWF;GEISTESWISSENSCHAFTEN;Universität Klagenfurt;2017;446623
FWF;GEISTESWISSENSCHAFTEN;Universität Klagenfurt;2016;360723
FWF;GEISTESWISSENSCHAFTEN;Universität für angewandte Kunst Wien;2018;702309
FWF;GEISTESWISSENSCHAFTEN;Universität für angewandte Kunst Wien;2017;957711
FWF;GEISTESWISSENSCHAFTEN;Universität für angewandte Kunst Wien;2016;1124824
FWF;GEISTESWISSENSCHAFTEN;Universität für Musik und darstellende Kunst Wien;2018;328268
FWF;GEISTESWISSENSCHAFTEN;Universität für Musik und darstellende Kunst Wien;2017;212971
FWF;GEISTESWISSENSCHAFTEN;Universität für Musik und darstellende Kunst Wien;2016;281951
FWF;GEISTESWISSENSCHAFTEN;Universität Mozarteum Salzburg;2018;38326
FWF;GEISTESWISSENSCHAFTEN;Universität Mozarteum Salzburg;2017;0
FWF;GEISTESWISSENSCHAFTEN;Universität Mozarteum Salzburg;2016;0
FWF;GEISTESWISSENSCHAFTEN;Universität für Musik und darstellende Kunst Graz;2018;240982
FWF;GEISTESWISSENSCHAFTEN;Universität für Musik und darstellende Kunst Graz;2017;142134
FWF;GEISTESWISSENSCHAFTEN;Universität für Musik und darstellende Kunst Graz;2016;153314
FWF;GEISTESWISSENSCHAFTEN;Universität für künstlerische und industrielle Gestaltung Linz;2018;77140
FWF;GEISTESWISSENSCHAFTEN;Universität für künstlerische und industrielle Gestaltung Linz;2017;77514
FWF;GEISTESWISSENSCHAFTEN;Universität für künstlerische und industrielle Gestaltung Linz;2016;0
FWF;GEISTESWISSENSCHAFTEN;Akademie der bildenden Künste Wien;2018;372370
FWF;GEISTESWISSENSCHAFTEN;Akademie der bildenden Künste Wien;2017;434614
FWF;GEISTESWISSENSCHAFTEN;Akademie der bildenden Künste Wien;2016;345855
FWF;GEISTESWISSENSCHAFTEN;Universität für Weiterbildung Krems;2018;50907
FWF;GEISTESWISSENSCHAFTEN;Universität für Weiterbildung Krems;2017;24429
FWF;GEISTESWISSENSCHAFTEN;Universität für Weiterbildung Krems;2016;63183
FWF;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität Wien;2018;963327
FWF;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität Wien;2017;769470
FWF;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität Wien;2016;904947
FWF;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität Graz;2018;298271
FWF;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität Graz;2017;258908
FWF;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität Graz;2016;336314
FWF;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität Innsbruck;2018;1233881
FWF;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität Innsbruck;2017;1321612
FWF;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität Innsbruck;2016;1283035
FWF;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Medizinische Universität Wien;2018;18270676
FWF;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Medizinische Universität Wien;2017;17330142
FWF;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Medizinische Universität Wien;2016;16671420
FWF;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Medizinische Universität Graz;2018;3488274
FWF;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Medizinische Universität Graz;2017;3526428
FWF;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Medizinische Universität Graz;2016;3443284
FWF;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Medizinische Universität Innsbruck;2018;7047410
FWF;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Medizinische Universität Innsbruck;2017;7413274
FWF;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Medizinische Universität Innsbruck;2016;7374726
FWF;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität Salzburg;2018;1293530
FWF;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität Salzburg;2017;0
FWF;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität Salzburg;2016;1298305
FWF;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Technische Universität Wien;2018;205937
FWF;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Technische Universität Wien;2017;14897
FWF;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Technische Universität Wien;2016;11646
FWF;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Technische Universität Graz;2018;2152
FWF;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Technische Universität Graz;2017;21410
FWF;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Technische Universität Graz;2016;44910
FWF;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität für Bodenkultur Wien;2018;231472
FWF;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität für Bodenkultur Wien;2017;203814
FWF;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität für Bodenkultur Wien;2016;234432
FWF;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität Linz;2018;10000
FWF;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität Linz;2017;0
FWF;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität Linz;2016;0
FWF;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität Klagenfurt;2018;2417
FWF;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität Klagenfurt;2017;0
FWF;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität Klagenfurt;2016;0
FWF;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität für Weiterbildung Krems;2018;34350
FWF;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität für Weiterbildung Krems;2017;31957
FWF;HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität für Weiterbildung Krems;2016;30513
FWF;MUSIK;Universität für Musik und darstellende Kunst Graz;2018;224178
FWF;MUSIK;Universität für Musik und darstellende Kunst Graz;2017;116253
FWF;MUSIK;Universität für Musik und darstellende Kunst Graz;2016;102896
FWF;NATURWISSENSCHAFTEN;Universität Wien;2018;26537555
FWF;NATURWISSENSCHAFTEN;Universität Wien;2017;23641108
FWF;NATURWISSENSCHAFTEN;Universität Wien;2016;23776270
FWF;NATURWISSENSCHAFTEN;Universität Graz;2018;7593445
FWF;NATURWISSENSCHAFTEN;Universität Graz;2017;9071139
FWF;NATURWISSENSCHAFTEN;Universität Graz;2016;8794768
FWF;NATURWISSENSCHAFTEN;Universität Innsbruck;2018;11392400
FWF;NATURWISSENSCHAFTEN;Universität Innsbruck;2017;11118049
FWF;NATURWISSENSCHAFTEN;Universität Innsbruck;2016;11215690
FWF;NATURWISSENSCHAFTEN;Medizinische Universität Graz;2018;712748
FWF;NATURWISSENSCHAFTEN;Medizinische Universität Graz;2017;540667
FWF;NATURWISSENSCHAFTEN;Medizinische Universität Graz;2016;596428
FWF;NATURWISSENSCHAFTEN;Medizinische Universität Innsbruck;2018;1054349
FWF;NATURWISSENSCHAFTEN;Medizinische Universität Innsbruck;2017;959899
FWF;NATURWISSENSCHAFTEN;Medizinische Universität Innsbruck;2016;1025873
FWF;NATURWISSENSCHAFTEN;Universität Salzburg;2018;4168738
FWF;NATURWISSENSCHAFTEN;Universität Salzburg;2017;4202915
FWF;NATURWISSENSCHAFTEN;Universität Salzburg;2016;3098383
FWF;NATURWISSENSCHAFTEN;Technische Universität Wien;2018;14738579
FWF;NATURWISSENSCHAFTEN;Technische Universität Wien;2017;15083788
FWF;NATURWISSENSCHAFTEN;Technische Universität Wien;2016;15347721
FWF;NATURWISSENSCHAFTEN;Technische Universität Graz;2018;5043743
FWF;NATURWISSENSCHAFTEN;Technische Universität Graz;2017;5248518
FWF;NATURWISSENSCHAFTEN;Technische Universität Graz;2016;6459171
FWF;NATURWISSENSCHAFTEN;Montanuniversität Leoben;2018;798929
FWF;NATURWISSENSCHAFTEN;Montanuniversität Leoben;2017;696313
FWF;NATURWISSENSCHAFTEN;Montanuniversität Leoben;2016;744266
FWF;NATURWISSENSCHAFTEN;Universität für Bodenkultur Wien;2018;5659418
FWF;NATURWISSENSCHAFTEN;Universität für Bodenkultur Wien;2017;5636758
FWF;NATURWISSENSCHAFTEN;Universität für Bodenkultur Wien;2016;5524383
FWF;NATURWISSENSCHAFTEN;Veterinärmedizinische Universität Wien;2018;3058724
FWF;NATURWISSENSCHAFTEN;Veterinärmedizinische Universität Wien;2017;2710066
FWF;NATURWISSENSCHAFTEN;Veterinärmedizinische Universität Wien;2016;2057536
FWF;NATURWISSENSCHAFTEN;Wirtschaftsuniversität Wien;2018;205242
FWF;NATURWISSENSCHAFTEN;Wirtschaftsuniversität Wien;2017;79072
FWF;NATURWISSENSCHAFTEN;Wirtschaftsuniversität Wien;2016;41537
FWF;NATURWISSENSCHAFTEN;Universität Linz;2018;7044913
FWF;NATURWISSENSCHAFTEN;Universität Linz;2017;6178964
FWF;NATURWISSENSCHAFTEN;Universität Linz;2016;6499966
FWF;NATURWISSENSCHAFTEN;Universität Klagenfurt;2018;443542
FWF;NATURWISSENSCHAFTEN;Universität Klagenfurt;2017;361920
FWF;NATURWISSENSCHAFTEN;Universität Klagenfurt;2016;444520
FWF;NATURWISSENSCHAFTEN;Universität für angewandte Kunst Wien;2018;109633
FWF;NATURWISSENSCHAFTEN;Universität für angewandte Kunst Wien;2017;127503
FWF;NATURWISSENSCHAFTEN;Universität für angewandte Kunst Wien;2016;73890
FWF;NATURWISSENSCHAFTEN;Universität für Musik und darstellende Kunst Wien;2018;66689
FWF;NATURWISSENSCHAFTEN;Universität für Musik und darstellende Kunst Wien;2017;155539
FWF;NATURWISSENSCHAFTEN;Universität für Musik und darstellende Kunst Wien;2016;133343
FWF;NATURWISSENSCHAFTEN;Universität für Musik und darstellende Kunst Graz;2018;68330
FWF;NATURWISSENSCHAFTEN;Universität für Musik und darstellende Kunst Graz;2017;105367
FWF;NATURWISSENSCHAFTEN;Universität für Musik und darstellende Kunst Graz;2016;68773
FWF;NATURWISSENSCHAFTEN;Akademie der bildenden Künste Wien;2018;46838
FWF;NATURWISSENSCHAFTEN;Akademie der bildenden Künste Wien;2017;27351
FWF;NATURWISSENSCHAFTEN;Akademie der bildenden Künste Wien;2016;8401
FWF;NATURWISSENSCHAFTEN;Universität für Weiterbildung Krems;2018;108176
FWF;NATURWISSENSCHAFTEN;Universität für Weiterbildung Krems;2017;57062
FWF;NATURWISSENSCHAFTEN;Universität für Weiterbildung Krems;2016;0
FWF;SOZIALWISSENSCHAFTEN;Universität Wien;2018;3758469
FWF;SOZIALWISSENSCHAFTEN;Universität Wien;2017;3741687
FWF;SOZIALWISSENSCHAFTEN;Universität Wien;2016;3860795
FWF;SOZIALWISSENSCHAFTEN;Universität Graz;2018;2084251
FWF;SOZIALWISSENSCHAFTEN;Universität Graz;2017;1749860
FWF;SOZIALWISSENSCHAFTEN;Universität Graz;2016;1295694
FWF;SOZIALWISSENSCHAFTEN;Universität Innsbruck;2018;1954270
FWF;SOZIALWISSENSCHAFTEN;Universität Innsbruck;2017;1669432
FWF;SOZIALWISSENSCHAFTEN;Universität Innsbruck;2016;1062821
FWF;SOZIALWISSENSCHAFTEN;Medizinische Universität Wien;2018;11748
FWF;SOZIALWISSENSCHAFTEN;Medizinische Universität Wien;2017;4000
FWF;SOZIALWISSENSCHAFTEN;Medizinische Universität Wien;2016;61971
FWF;SOZIALWISSENSCHAFTEN;Medizinische Universität Graz;2018;8260
FWF;SOZIALWISSENSCHAFTEN;Medizinische Universität Graz;2017;9748
FWF;SOZIALWISSENSCHAFTEN;Medizinische Universität Graz;2016;12886
FWF;SOZIALWISSENSCHAFTEN;Medizinische Universität Innsbruck;2018;124057
FWF;SOZIALWISSENSCHAFTEN;Medizinische Universität Innsbruck;2017;99427
FWF;SOZIALWISSENSCHAFTEN;Medizinische Universität Innsbruck;2016;115824
FWF;SOZIALWISSENSCHAFTEN;Universität Salzburg;2018;395131
FWF;SOZIALWISSENSCHAFTEN;Universität Salzburg;2017;1479780
FWF;SOZIALWISSENSCHAFTEN;Universität Salzburg;2016;957238
FWF;SOZIALWISSENSCHAFTEN;Technische Universität Wien;2018;153168
FWF;SOZIALWISSENSCHAFTEN;Technische Universität Wien;2017;333923
FWF;SOZIALWISSENSCHAFTEN;Technische Universität Wien;2016;531175
FWF;SOZIALWISSENSCHAFTEN;Technische Universität Graz;2018;2150
FWF;SOZIALWISSENSCHAFTEN;Technische Universität Graz;2017;11072
FWF;SOZIALWISSENSCHAFTEN;Technische Universität Graz;2016;12098
FWF;SOZIALWISSENSCHAFTEN;Universität für Bodenkultur Wien;2018;287731
FWF;SOZIALWISSENSCHAFTEN;Universität für Bodenkultur Wien;2017;190469
FWF;SOZIALWISSENSCHAFTEN;Universität für Bodenkultur Wien;2016;87226
FWF;SOZIALWISSENSCHAFTEN;Wirtschaftsuniversität Wien;2018;1245539
FWF;SOZIALWISSENSCHAFTEN;Wirtschaftsuniversität Wien;2017;1494061
FWF;SOZIALWISSENSCHAFTEN;Wirtschaftsuniversität Wien;2016;1521783
FWF;SOZIALWISSENSCHAFTEN;Universität Linz;2018;342762
FWF;SOZIALWISSENSCHAFTEN;Universität Linz;2017;547760
FWF;SOZIALWISSENSCHAFTEN;Universität Linz;2016;306038
FWF;SOZIALWISSENSCHAFTEN;Universität Klagenfurt;2018;344929
FWF;SOZIALWISSENSCHAFTEN;Universität Klagenfurt;2017;372091
FWF;SOZIALWISSENSCHAFTEN;Universität Klagenfurt;2016;337311
FWF;SOZIALWISSENSCHAFTEN;Universität für angewandte Kunst Wien;2018;65477
FWF;SOZIALWISSENSCHAFTEN;Universität für angewandte Kunst Wien;2017;64419
FWF;SOZIALWISSENSCHAFTEN;Universität für angewandte Kunst Wien;2016;70092
FWF;SOZIALWISSENSCHAFTEN;Universität für Musik und darstellende Kunst Wien;2018;70392
FWF;SOZIALWISSENSCHAFTEN;Universität für Musik und darstellende Kunst Wien;2017;46985
FWF;SOZIALWISSENSCHAFTEN;Universität für Musik und darstellende Kunst Wien;2016;4699
FWF;SOZIALWISSENSCHAFTEN;Universität für Musik und darstellende Kunst Graz;2018;10161
FWF;SOZIALWISSENSCHAFTEN;Universität für Musik und darstellende Kunst Graz;2017;0
FWF;SOZIALWISSENSCHAFTEN;Universität für Musik und darstellende Kunst Graz;2016;0
FWF;SOZIALWISSENSCHAFTEN;Universität für Weiterbildung Krems;2018;44741
FWF;SOZIALWISSENSCHAFTEN;Universität für Weiterbildung Krems;2017;37643
FWF;SOZIALWISSENSCHAFTEN;Universität für Weiterbildung Krems;2016;8726
FWF;TECHNISCHE WISSENSCHAFTEN;Universität Innsbruck;2018;329122
FWF;TECHNISCHE WISSENSCHAFTEN;Universität Innsbruck;2017;239415
FWF;TECHNISCHE WISSENSCHAFTEN;Universität Innsbruck;2016;439017
FWF;TECHNISCHE WISSENSCHAFTEN;Medizinische Universität Wien;2018;543500
FWF;TECHNISCHE WISSENSCHAFTEN;Medizinische Universität Wien;2017;579325
FWF;TECHNISCHE WISSENSCHAFTEN;Medizinische Universität Wien;2016;690006
FWF;TECHNISCHE WISSENSCHAFTEN;Medizinische Universität Graz;2018;191175
FWF;TECHNISCHE WISSENSCHAFTEN;Medizinische Universität Graz;2017;126779
FWF;TECHNISCHE WISSENSCHAFTEN;Medizinische Universität Graz;2016;39899
FWF;TECHNISCHE WISSENSCHAFTEN;Medizinische Universität Innsbruck;2018;4310
FWF;TECHNISCHE WISSENSCHAFTEN;Medizinische Universität Innsbruck;2017;8767
FWF;TECHNISCHE WISSENSCHAFTEN;Medizinische Universität Innsbruck;2016;7464
FWF;TECHNISCHE WISSENSCHAFTEN;Universität Salzburg;2018;0
FWF;TECHNISCHE WISSENSCHAFTEN;Universität Salzburg;2017;0
FWF;TECHNISCHE WISSENSCHAFTEN;Universität Salzburg;2016;57808
FWF;TECHNISCHE WISSENSCHAFTEN;Technische Universität Wien;2018;4505242
FWF;TECHNISCHE WISSENSCHAFTEN;Technische Universität Wien;2017;4596363
FWF;TECHNISCHE WISSENSCHAFTEN;Technische Universität Wien;2016;4852979
FWF;TECHNISCHE WISSENSCHAFTEN;Technische Universität Graz;2018;1510890
FWF;TECHNISCHE WISSENSCHAFTEN;Technische Universität Graz;2017;1072826
FWF;TECHNISCHE WISSENSCHAFTEN;Technische Universität Graz;2016;1236332
FWF;TECHNISCHE WISSENSCHAFTEN;Montanuniversität Leoben;2018;429708
FWF;TECHNISCHE WISSENSCHAFTEN;Montanuniversität Leoben;2017;453680
FWF;TECHNISCHE WISSENSCHAFTEN;Montanuniversität Leoben;2016;494027
FWF;TECHNISCHE WISSENSCHAFTEN;Universität für Bodenkultur Wien;2018;465617
FWF;TECHNISCHE WISSENSCHAFTEN;Universität für Bodenkultur Wien;2017;288248
FWF;TECHNISCHE WISSENSCHAFTEN;Universität für Bodenkultur Wien;2016;199153
FWF;TECHNISCHE WISSENSCHAFTEN;Universität Linz;2018;372175
FWF;TECHNISCHE WISSENSCHAFTEN;Universität Linz;2017;477366
FWF;TECHNISCHE WISSENSCHAFTEN;Universität Linz;2016;291499
FWF;TECHNISCHE WISSENSCHAFTEN;Universität Klagenfurt;2018;2973
FWF;TECHNISCHE WISSENSCHAFTEN;Universität Klagenfurt;2017;13609
FWF;TECHNISCHE WISSENSCHAFTEN;Universität Klagenfurt;2016;49683
FWF;TECHNISCHE WISSENSCHAFTEN;Universität für angewandte Kunst Wien;2018;230731
FWF;TECHNISCHE WISSENSCHAFTEN;Universität für angewandte Kunst Wien;2017;114809
FWF;TECHNISCHE WISSENSCHAFTEN;Universität für angewandte Kunst Wien;2016;33723
FWF;TECHNISCHE WISSENSCHAFTEN;Universität für Musik und darstellende Kunst Graz;2018;97247
FWF;TECHNISCHE WISSENSCHAFTEN;Universität für Musik und darstellende Kunst Graz;2017;135212
FWF;TECHNISCHE WISSENSCHAFTEN;Universität für Musik und darstellende Kunst Graz;2016;84964
FWF;TECHNISCHE WISSENSCHAFTEN;Universität für Weiterbildung Krems;2018;58707
FWF;TECHNISCHE WISSENSCHAFTEN;Universität für Weiterbildung Krems;2017;54286
FWF;TECHNISCHE WISSENSCHAFTEN;Universität für Weiterbildung Krems;2016;36868
Unternehmen;AGRARWISSENSCHAFTEN, VETERINÄRMEDIZIN;Universität Wien;2018;28343
Unternehmen;AGRARWISSENSCHAFTEN, VETERINÄRMEDIZIN;Universität Wien;2017;1300
Unternehmen;AGRARWISSENSCHAFTEN, VETERINÄRMEDIZIN;Universität Wien;2016;0
Unternehmen;AGRARWISSENSCHAFTEN, VETERINÄRMEDIZIN;Universität für Bodenkultur Wien;2018;2493217
Unternehmen;AGRARWISSENSCHAFTEN, VETERINÄRMEDIZIN;Universität für Bodenkultur Wien;2017;2590465
Unternehmen;AGRARWISSENSCHAFTEN, VETERINÄRMEDIZIN;Universität für Bodenkultur Wien;2016;2212049
Unternehmen;AGRARWISSENSCHAFTEN, VETERINÄRMEDIZIN;Veterinärmedizinische Universität Wien;2018;1531753
Unternehmen;AGRARWISSENSCHAFTEN, VETERINÄRMEDIZIN;Veterinärmedizinische Universität Wien;2017;834433
Unternehmen;AGRARWISSENSCHAFTEN, VETERINÄRMEDIZIN;Veterinärmedizinische Universität Wien;2016;1118898
Unternehmen;AGRARWISSENSCHAFTEN, VETERINÄRMEDIZIN;Universität Klagenfurt;2018;3863
Unternehmen;AGRARWISSENSCHAFTEN, VETERINÄRMEDIZIN;Universität Klagenfurt;2017;7125
Unternehmen;AGRARWISSENSCHAFTEN, VETERINÄRMEDIZIN;Universität Klagenfurt;2016;1333
Unternehmen;BILDENDE KUNST / GESTALTENDE KUNST;Universität für angewandte Kunst Wien;2018;144987
Unternehmen;BILDENDE KUNST / GESTALTENDE KUNST;Universität für angewandte Kunst Wien;2017;168767
Unternehmen;BILDENDE KUNST / GESTALTENDE KUNST;Universität für angewandte Kunst Wien;2016;73726
Unternehmen;BILDENDE KUNST / GESTALTENDE KUNST;Universität für Musik und darstellende Kunst Wien;2018;0
